Accession,Character,Value
UC1494_MIWOK,Species,aestivum
UC1551,Hardness,H
UC1551,Growth habit,S
UC1551,Color,R
UC1551,Awned,A
UC1551,Height,short
UC1551,Species,aestivum
UC1552,Hardness,H
UC1552,Growth habit,S
UC1552,Color,R
UC1552,Awned,A
UC1552,Height,short
UC1552,Species,aestivum
UC1553,Growth habit,S
UC1553,Species,aestivum
UC1554,Hardness,H
UC1554,Growth habit,S
UC1554,Color,W
UC1554,Awned,A
UC1554,Height,short
UC1554,Species,aestivum
UC1599,Hardness,H
UC1599,Growth habit,S
UC1599,Color,R
UC1599,Awned,A
UC1599,Height,short
UC1599,Species,aestivum
UC1599_(08010/7),Growth habit,S
UC1599_(08010/7),Species,aestivum
UC1600,Growth habit,S
UC1600,Species,aestivum
UC1601,Hardness,H
UC1601,Growth habit,S
UC1601,Color,W
UC1601,Awned,A
UC1601,Height,short
UC1601,Species,aestivum
UC1601_(08010/16),Growth habit,S
UC1601_(08010/16),Species,aestivum
UC1602,Hardness,H
UC1602,Growth habit,S
UC1602,Color,W
UC1602,Awned,A
UC1602,Height,short
UC1602,Species,aestivum
UC1602_(08010/17),Growth habit,S
UC1602_(08010/17),Species,aestivum
UC1603,Hardness,H
UC1603,Growth habit,S
UC1603,Color,W
UC1603,Awned,A
UC1603,Height,short
UC1603,Species,aestivum
UC1616,Hardness,H
UC1616,Growth habit,S
UC1616,Color,R
UC1616,Awned,A
UC1616,Height,short
UC1616,Species,aestivum
UC1617,Growth habit,S
UC1617,Species,aestivum
UC1618,Hardness,H
UC1618,Growth habit,S
UC1618,Color,R
UC1618,Awned,A
UC1618,Height,short
UC1618,Species,aestivum
UC1642,Hardness,H
UC1642,Growth habit,S
UC1642,Color,R
UC1642,Awned,A
UC1642,Height,short
UC1642,Species,aestivum
UC1643,Hardness,H
UC1643,Growth habit,S
UC1643,Color,W
UC1643,Awned,A
UC1643,Height,short
UC1643,Species,aestivum
UC1682,Hardness,H
UC1682,Growth habit,S
UC1682,Color,R
UC1682,Awned,A
UC1682,Height,short
UC1682,Species,aestivum
UC1683,Hardness,H
UC1683,Growth habit,S
UC1683,Color,W
UC1683,Awned,A
UC1683,Height,short
UC1683,Species,aestivum
UC1710,Growth habit,S
UC1710,Species,aestivum
UC1713,Growth habit,S
UC1713,Species,aestivum
UC1715,Growth habit,S
UC1715,Species,aestivum
UC896,Growth habit,S
UC896,Species,aestivum
UC896_5+10_LR34_YR18_YR5_GPC,Hardness,H
UC896_5+10_LR34_YR18_YR5_GPC,Growth habit,S
UC896_5+10_LR34_YR18_YR5_GPC,Color,W
UC896_5+10_LR34_YR18_YR5_GPC,Awned,A
UC896_5+10_LR34_YR18_YR5_GPC,Height,short
UC896_5+10_LR34_YR18_YR5_GPC,Species,aestivum
UCRBW01-5,Growth habit,F
UCRBW01-5,Rht-B1b,P
UCRBW01-5,Rht-D1b,A
UCRBW01-5,Ppd-D1a,P
UCRBW01-5,Species,aestivum
UCRBW98-2,Growth habit,S
UCRBW98-2,Species,aestivum
UDVAROS2,Growth habit,W
UDVAROS2,Rht-B1b,A
UDVAROS2,Rht-D1b,A
UDVAROS2,Ppd-D1a,A
UDVAROS2,Species,aestivum
UGRC19-114B,Hardness,S
UGRC19-114B,Growth habit,W
UGRC19-114B,Species,aestivum
UGRC19/21,Hardness,S
UGRC19/21,Growth habit,W
UGRC19/21,Species,aestivum
UGRCC2-78,Hardness,S
UGRCC2-78,Growth habit,W
UGRCC2-78,Species,aestivum
UGRCC5-116,Hardness,S
UGRCC5-116,Growth habit,W
UGRCC5-116,Species,aestivum
UGRCDH1-46,Hardness,S
UGRCDH1-46,Growth habit,W
UGRCDH1-46,Species,aestivum
UGRCDH1-62,Hardness,S
UGRCDH1-62,Growth habit,W
UGRCDH1-62,Species,aestivum
UGRCDH5-15,Hardness,S
UGRCDH5-15,Growth habit,W
UGRCDH5-15,Height,short
UGRCDH5-15,Species,aestivum
UGRCDH5-28,Hardness,S
UGRCDH5-28,Growth habit,W
UGRCDH5-28,Height,short
UGRCDH5-28,Species,aestivum
UIGALILEO,Growth habit,W
UIGALILEO,Species,aestivum
UIGRACE,Hardness,H
UIGRACE,Growth habit,W
UIGRACE,Color,W
UIGRACE,Species,aestivum
UISILVER,Hardness,H
UISILVER,Growth habit,W
UISILVER,Color,W
UISILVER,Species,aestivum
UI_DARWIN,Growth habit,W
UI_DARWIN,Species,aestivum
UI_LOCHSA,Hardness,H
UI_LOCHSA,Growth habit,S
UI_LOCHSA,Color,W
UI_LOCHSA,Awned,A
UI_LOCHSA,Chaff,bright
UI_LOCHSA,Species,aestivum
UI_PETTIT,Hardness,S
UI_PETTIT,Growth habit,S
UI_PETTIT,Color,W
UI_PETTIT,Awned,A
UI_PETTIT,Chaff,bright
UI_PETTIT,Species,aestivum
UI_PLATINUM,Hardness,H
UI_PLATINUM,Growth habit,S
UI_PLATINUM,Color,W
UI_PLATINUM,Awned,A
UI_PLATINUM,Chaff,bright
UI_PLATINUM,Species,aestivum
UI_SILVER,Growth habit,W
UI_SILVER,Species,aestivum
UI_STONE,Species,aestivum
UKRAINE_W94472,Species,aestivum
UKRAINE_W94508,Species,aestivum
UKRAINKA,Growth habit,W
UKRAINKA,Rht-B1b,A
UKRAINKA,Rht-D1b,A
UKRAINKA,Ppd-D1a,A
UKRAINKA,Species,aestivum
ULCA_ALBA,Growth habit,S
ULCA_ALBA,Rht-B1b,A
ULCA_ALBA,Rht-D1b,A
ULCA_ALBA,Ppd-D1a,A
ULCA_ALBA,Species,aestivum
ULEN,Hardness,H
ULEN,Growth habit,S
ULEN,Color,R
ULEN,Awned,A
ULEN,Chaff,bright
ULEN,Height,short
ULEN,Species,aestivum
ULIANOVKA,Species,aestivum
ULJBINKA25,Growth habit,S
ULJBINKA25,Rht-B1b,A
ULJBINKA25,Rht-D1b,A
ULJBINKA25,Ppd-D1a,A
ULJBINKA25,Species,aestivum
ULKA,Growth habit,S
ULKA,Rht-B1b,A
ULKA,Rht-D1b,A
ULKA,Ppd-D1a,A
ULKA,Species,aestivum
ULKA_NO.1,Growth habit,S
ULKA_NO.1,Rht-D1b,A
ULKA_NO.1,Ppd-D1a,A
ULKA_NO.1,Species,aestivum
UMNIATI,Growth habit,S
UMNIATI,Rht-B1b,P
UMNIATI,Rht-D1b,P
UMNIATI,Ppd-D1a,P
UMNIATI,Species,aestivum
UMWINSI,Growth habit,S
UMWINSI,Rht-B1b,P
UMWINSI,Rht-D1b,P
UMWINSI,Ppd-D1a,P
UMWINSI,Species,aestivum
UNGARN,Growth habit,W
UNGARN,Species,other
UNGARN|PI295061,Species,other
UNIE31,Growth habit,S
UNIE31,Rht-B1b,A
UNIE31,Rht-D1b,A
UNIE31,Ppd-D1a,A
UNIE31,Species,aestivum
UNITY,Hardness,H
UNITY,Growth habit,S
UNITY,Color,R
UNITY,Awned,A
UNITY,Chaff,bright
UNITY,Height,tall
UNITY,Species,aestivum
UOGRC19-114B,Hardness,S
UOGRC19-114B,Growth habit,W
UOGRC19-114B,Species,aestivum
UPKLI,Rht-B1b,A
UPKLI,Rht-D1b,A
UPKLI,Ppd-D1a,A
UPKLI,Species,aestivum
URAL_SKAJA_JUBILEJNAJA,Growth habit,S
URAL_SKAJA_JUBILEJNAJA,Rht-B1b,A
URAL_SKAJA_JUBILEJNAJA,Rht-D1b,A
URAL_SKAJA_JUBILEJNAJA,Ppd-D1a,A
URAL_SKAJA_JUBILEJNAJA,Species,aestivum
URUGUAY|PI116329,Growth habit,S
URUGUAY|PI116329,Rht-B1b,A
URUGUAY|PI116329,Rht-D1b,A
URUGUAY|PI116329,Ppd-D1a,A
URUGUAY|PI116329,Species,aestivum
URUGUAY|PI184598,Growth habit,S
URUGUAY|PI184598,Rht-B1b,A
URUGUAY|PI184598,Rht-D1b,A
URUGUAY|PI184598,Ppd-D1a,A
URUGUAY|PI184598,Species,aestivum
USG3013,Growth habit,W
USG3013,Awned,A
USG3013,Species,aestivum
USG3118,Growth habit,W
USG3118,Awned,A
USG3118,Species,aestivum
USG3120,Hardness,S
USG3120,Growth habit,W
USG3120,Color,R
USG3120,Awned,A
USG3120,Height,short
USG3120,Species,aestivum
USG3197,Growth habit,W
USG3197,Awned,A
USG3197,Species,aestivum
USG3209,Hardness,S
USG3209,Growth habit,W
USG3209,Awned,N
USG3209,Chaff,bright
USG3209,Species,aestivum
USG3228,Growth habit,W
USG3228,Awned,N
USG3228,Species,aestivum
USG3251,Growth habit,W
USG3251,Species,aestivum
USG3295,Hardness,S
USG3295,Growth habit,W
USG3295,Species,aestivum
USG3315,Hardness,S
USG3315,Growth habit,W
USG3315,Awned,N
USG3315,Chaff,bright
USG3315,Species,aestivum
USG3316,Growth habit,W
USG3316,Awned,A
USG3316,Species,aestivum
USG3329,Growth habit,W
USG3329,Awned,A
USG3329,Species,aestivum
USG3404,Growth habit,W
USG3404,Awned,A
USG3404,Species,aestivum
USG3438,Growth habit,W
USG3438,Species,aestivum
USG3448,Growth habit,W
USG3448,Awned,A
USG3448,Species,aestivum
USG3555,Hardness,S
USG3555,Growth habit,W
USG3555,Color,R
USG3555,Awned,N
USG3555,Chaff,bright
USG3555,Height,short
USG3555,Rht-B1b,A
USG3555,Rht-D1b,P
USG3555,Ppd-D1a,P
USG3555,Species,aestivum
USG3555,Ppd-A1a.1,A
USG3555,Ppd-B1a_ChineseSpring,A
USG3555,Ppd-B1a_Sonora64,A
USG3555,Rht-8c,A
USG3555,Bdv2/3,A
USG3555,Fhb1,A
USG3555,Lr34/Yr18/Pm38,A
USG3555,Lr37/Yr17/Sr38,A
USG3555,Lr9,A
USG3555,Sbm1,P
USG3555,Sr2,A
USG3555,Sr24/Lr24,A
USG3555,Sr36,P
USG3555,Tsn1,A
USG3555,H13,A
USG3555,H9,A
USG3555,1RS:1AL,A
USG3555,1RS:1BL,P
USG3555,Ax1 or null allele,A
USG3555,Ax2* allele,P
USG3555,Bx7 over-expressing,A
USG3555,Glu 2+12 allele,P
USG3555,Glu 5+10 allele,A
USG3555,r-A1,A
USG3555,r-A1_Norin17,A
USG3555,r-B1,A
USG3555,r-D1,P
USG3555,TaSus2-2B,P
USG3592,Hardness,S
USG3592,Growth habit,W
USG3592,Species,aestivum
USG3765,Growth habit,W
USG3765,Species,aestivum
USG3895,Growth habit,W
USG3895,Awned,A
USG3895,Species,aestivum
USSR1,Species,aestivum
USSR41853,Species,aestivum
USSR_W61101,Species,aestivum
USSR_W94454,Species,aestivum
USSR_W94455,Species,aestivum
USSR_W94457,Species,aestivum
UT9325-55,Growth habit,W
UT9325-55,Species,aestivum
UTAH100,Hardness,H
UTAH100,Growth habit,W
UTAH100,Color,R
UTAH100,Species,aestivum
UVEYIK,Growth habit,W
UVEYIK,Species,durum
UX0066-4-79,Hardness,S
UX0066-4-79,Growth habit,W
UX0066-4-79,Color,R
UX0066-4-79,Rht-B1b,A
UX0066-4-79,Rht-D1b,P
UX0066-4-79,Ppd-D1a,P
UX0066-4-79,Species,aestivum
UX0066-4-79,Rht-8c,A
UX0066-4-79,Bdv2/3,A
UX0066-4-79,Fhb1,P
UX0066-4-79,Lr34/Yr18/Pm38,A
UX0066-4-79,Lr37/Yr17/Sr38,A
UX0066-4-79,Lr9,A
UX0066-4-79,Sbm1,P
UX0066-4-79,Sr2,A
UX0066-4-79,Sr24/Lr24,A
UX0066-4-79,Sr36,P
UX0066-4-79,H13,A
UX0066-4-79,H9,A
UX0066-4-79,1RS:1AL,A
UX0066-4-79,1RS:1BL,A
UX0066-4-79,Ax1 or null allele,A
UX0066-4-79,Ax2* allele,P
UX0066-4-79,Bx7 over-expressing,A
UX0066-4-79,Glu 2+12 allele,P
UX0066-4-79,Glu 5+10 allele,A
UX0066-4-79,r-A1,A
UX0066-4-79,r-B1,A
UX0066-4-79,r-D1,A
UX0066-4-79,TaSus2-2B,P
V-13,Growth habit,S
V-13,Rht-B1b,A
V-13,Rht-D1b,A
V-13,Ppd-D1a,A
V-13,Species,aestivum
V-14,Growth habit,S
V-14,Rht-B1b,A
V-14,Rht-D1b,A
V-14,Ppd-D1a,A
V-14,Species,aestivum
V-3,Growth habit,S
V-3,Rht-B1b,A
V-3,Rht-D1b,A
V-3,Ppd-D1a,A
V-3,Species,aestivum
V/2-A,Growth habit,W
V/2-A,Rht-B1b,A
V/2-A,Rht-D1b,A
V/2-A,Ppd-D1a,A
V/2-A,Species,aestivum
V/W-16,Growth habit,W
V/W-16,Species,aestivum
V/W-18,Growth habit,W
V/W-18,Species,aestivum
V/W-23,Growth habit,W
V/W-23,Species,aestivum
V/W-51,Growth habit,W
V/W-51,Species,aestivum
V764-1-J3-B2-J-3,Growth habit,S
V764-1-J3-B2-J-3,Rht-B1b,P
V764-1-J3-B2-J-3,Rht-D1b,A
V764-1-J3-B2-J-3,Ppd-D1a,A
V764-1-J3-B2-J-3,Species,aestivum
V764-14-J2-B2-J2,Growth habit,S
V764-14-J2-B2-J2,Rht-B1b,A
V764-14-J2-B2-J2,Rht-D1b,P
V764-14-J2-B2-J2,Ppd-D1a,A
V764-14-J2-B2-J2,Species,aestivum
V879-B2-B12-J2,Growth habit,S
V879-B2-B12-J2,Rht-B1b,P
V879-B2-B12-J2,Rht-D1b,A
V879-B2-B12-J2,Ppd-D1a,A
V879-B2-B12-J2,Species,aestivum
V882-F22-F2-F3-F2-J2,Growth habit,S
V882-F22-F2-F3-F2-J2,Rht-B1b,P
V882-F22-F2-F3-F2-J2,Rht-D1b,A
V882-F22-F2-F3-F2-J2,Ppd-D1a,A
V882-F22-F2-F3-F2-J2,Species,aestivum
V9122,Growth habit,W
V9122,Awned,N
V9122,Species,aestivum
V9212,Growth habit,W
V9212,Awned,A
V9212,Species,aestivum
V934,Growth habit,W
V934,Species,aestivum
V9410,Growth habit,W
V9410,Awned,N
V9410,Species,aestivum
V9412,Growth habit,W
V9412,Awned,A
V9412,Species,aestivum
V950,Growth habit,W
V950,Species,aestivum
V9512,Growth habit,W
V9512,Awned,N
V9512,Species,aestivum
V9513,Growth habit,W
V9513,Awned,N
V9513,Species,aestivum
V9611,Growth habit,W
V9611,Awned,N
V9611,Species,aestivum
V9710,Growth habit,W
V9710,Awned,N
V9710,Species,aestivum
V9712,Growth habit,W
V9712,Awned,N
V9712,Species,aestivum
V9723,Growth habit,W
V9723,Awned,N
V9723,Species,aestivum
V9812,Growth habit,W
V9812,Awned,N
V9812,Species,aestivum
VA00W-130,Hardness,S
VA00W-130,Growth habit,W
VA00W-130,Species,aestivum
VA00W-194,Hardness,S
VA00W-194,Growth habit,W
VA00W-194,Species,aestivum
VA00W-286,Hardness,S
VA00W-286,Growth habit,W
VA00W-286,Species,aestivum
VA00W-337,Hardness,S
VA00W-337,Growth habit,W
VA00W-337,Species,aestivum
VA00W-366,Hardness,S
VA00W-366,Growth habit,W
VA00W-366,Species,aestivum
VA00W-38,Hardness,S
VA00W-38,Growth habit,W
VA00W-38,Species,aestivum
VA00W-381,Hardness,S
VA00W-381,Growth habit,W
VA00W-381,Species,aestivum
VA00W-459,Hardness,S
VA00W-459,Growth habit,W
VA00W-459,Species,aestivum
VA00W-462,Hardness,S
VA00W-462,Growth habit,W
VA00W-462,Species,aestivum
VA00W-464,Hardness,S
VA00W-464,Growth habit,W
VA00W-464,Species,aestivum
VA00W-562,Hardness,S
VA00W-562,Growth habit,W
VA00W-562,Species,aestivum
VA00W-566,Hardness,S
VA00W-566,Growth habit,W
VA00W-566,Species,aestivum
VA01W-112,Hardness,S
VA01W-112,Growth habit,W
VA01W-112,Species,aestivum
VA01W-145,Hardness,S
VA01W-145,Growth habit,W
VA01W-145,Species,aestivum
VA01W-148,Hardness,S
VA01W-148,Growth habit,W
VA01W-148,Species,aestivum
VA01W-154,Hardness,S
VA01W-154,Growth habit,W
VA01W-154,Species,aestivum
VA01W-18,Hardness,S
VA01W-18,Growth habit,W
VA01W-18,Species,aestivum
VA01W-21,Hardness,S
VA01W-21,Growth habit,W
VA01W-21,Species,aestivum
VA01W-243,Hardness,S
VA01W-243,Growth habit,W
VA01W-243,Species,aestivum
VA01W-258,Hardness,S
VA01W-258,Growth habit,W
VA01W-258,Species,aestivum
VA01W-283,Hardness,S
VA01W-283,Growth habit,W
VA01W-283,Species,aestivum
VA01W-310,Hardness,S
VA01W-310,Growth habit,W
VA01W-310,Species,aestivum
VA01W-317,Hardness,S
VA01W-317,Growth habit,W
VA01W-317,Species,aestivum
VA01W-35,Hardness,S
VA01W-35,Growth habit,W
VA01W-35,Species,aestivum
VA01W-353,Hardness,S
VA01W-353,Growth habit,W
VA01W-353,Species,aestivum
VA01W-447,Hardness,S
VA01W-447,Growth habit,W
VA01W-447,Species,aestivum
VA01W-448,Hardness,S
VA01W-448,Growth habit,W
VA01W-448,Species,aestivum
VA01W-461,Hardness,S
VA01W-461,Growth habit,W
VA01W-461,Species,aestivum
VA01W-462,Hardness,S
VA01W-462,Growth habit,W
VA01W-462,Species,aestivum
VA01W-465,Hardness,S
VA01W-465,Growth habit,W
VA01W-465,Species,aestivum
VA01W-469,Hardness,S
VA01W-469,Growth habit,W
VA01W-469,Species,aestivum
VA01W-476,Hardness,S
VA01W-476,Growth habit,W
VA01W-476,Species,aestivum
VA01W-99,Hardness,S
VA01W-99,Growth habit,W
VA01W-99,Species,aestivum
VA01W713,Growth habit,W
VA01W713,Species,aestivum
VA02W-124,Hardness,S
VA02W-124,Growth habit,W
VA02W-124,Species,aestivum
VA02W-267,Hardness,S
VA02W-267,Growth habit,W
VA02W-267,Species,aestivum
VA02W-398,Hardness,S
VA02W-398,Growth habit,W
VA02W-398,Species,aestivum
VA02W-513,Hardness,S
VA02W-513,Growth habit,W
VA02W-513,Species,aestivum
VA02W-519,Hardness,S
VA02W-519,Growth habit,W
VA02W-519,Species,aestivum
VA02W-553,Hardness,S
VA02W-553,Growth habit,W
VA02W-553,Species,aestivum
VA02W-559,Hardness,S
VA02W-559,Growth habit,W
VA02W-559,Species,aestivum
VA02W-567,Hardness,S
VA02W-567,Growth habit,W
VA02W-567,Species,aestivum
VA02W-596,Hardness,S
VA02W-596,Growth habit,W
VA02W-596,Species,aestivum
VA02W-62,Hardness,S
VA02W-62,Growth habit,W
VA02W-62,Species,aestivum
VA02W-683,Hardness,S
VA02W-683,Growth habit,W
VA02W-683,Species,aestivum
VA02W-694,Hardness,S
VA02W-694,Growth habit,W
VA02W-694,Species,aestivum
VA02W-708,Hardness,S
VA02W-708,Growth habit,W
VA02W-708,Species,aestivum
VA02W-709,Hardness,S
VA02W-709,Growth habit,W
VA02W-709,Species,aestivum
VA02W-713,Hardness,S
VA02W-713,Growth habit,W
VA02W-713,Species,aestivum
VA02W-729,Hardness,S
VA02W-729,Growth habit,W
VA02W-729,Species,aestivum
VA02W-732,Hardness,S
VA02W-732,Growth habit,W
VA02W-732,Species,aestivum
VA02W734,Hardness,S
VA02W734,Growth habit,W
VA02W734,Species,aestivum
VA03W-110,Hardness,S
VA03W-110,Growth habit,W
VA03W-110,Species,aestivum
VA03W-166,Hardness,S
VA03W-166,Growth habit,W
VA03W-166,Species,aestivum
VA03W-192,Hardness,S
VA03W-192,Growth habit,W
VA03W-192,Species,aestivum
VA03W-203,Hardness,S
VA03W-203,Growth habit,W
VA03W-203,Species,aestivum
VA03W-204,Hardness,S
VA03W-204,Growth habit,W
VA03W-204,Species,aestivum
VA03W-211,Hardness,S
VA03W-211,Growth habit,W
VA03W-211,Species,aestivum
VA03W-235,Hardness,S
VA03W-235,Growth habit,W
VA03W-235,Species,aestivum
VA03W-249,Hardness,S
VA03W-249,Growth habit,W
VA03W-249,Species,aestivum
VA03W-294,Hardness,S
VA03W-294,Growth habit,W
VA03W-294,Species,aestivum
VA03W-310,Hardness,S
VA03W-310,Growth habit,W
VA03W-310,Species,aestivum
VA03W-411,Hardness,S
VA03W-411,Growth habit,W
VA03W-411,Species,aestivum
VA03W-415,Hardness,S
VA03W-415,Growth habit,W
VA03W-415,Species,aestivum
VA03W-435,Hardness,S
VA03W-435,Growth habit,W
VA03W-435,Species,aestivum
VA03W-436,Hardness,S
VA03W-436,Growth habit,W
VA03W-436,Species,aestivum
VA03W-445,Hardness,S
VA03W-445,Growth habit,W
VA03W-445,Species,aestivum
VA03W-453,Hardness,S
VA03W-453,Growth habit,W
VA03W-453,Species,aestivum
VA03W-456,Hardness,S
VA03W-456,Growth habit,W
VA03W-456,Species,aestivum
VA03W-509,Hardness,S
VA03W-509,Growth habit,W
VA03W-509,Species,aestivum
VA03W-630,Hardness,S
VA03W-630,Growth habit,W
VA03W-630,Species,aestivum
VA03W-633,Hardness,S
VA03W-633,Growth habit,W
VA03W-633,Species,aestivum
VA03W-644,Hardness,S
VA03W-644,Growth habit,W
VA03W-644,Species,aestivum
VA03W-646,Hardness,S
VA03W-646,Growth habit,W
VA03W-646,Species,aestivum
VA03W-647,Hardness,S
VA03W-647,Growth habit,W
VA03W-647,Species,aestivum
VA03W-652,Hardness,S
VA03W-652,Growth habit,W
VA03W-652,Species,aestivum
VA03W-671,Hardness,S
VA03W-671,Growth habit,W
VA03W-671,Species,aestivum
VA03W-672,Hardness,S
VA03W-672,Growth habit,W
VA03W-672,Species,aestivum
VA03W-674,Hardness,S
VA03W-674,Growth habit,W
VA03W-674,Species,aestivum
VA04W-227,Hardness,S
VA04W-227,Growth habit,W
VA04W-227,Species,aestivum
VA04W-259,Hardness,S
VA04W-259,Growth habit,W
VA04W-259,Species,aestivum
VA04W-264,Hardness,S
VA04W-264,Growth habit,W
VA04W-264,Species,aestivum
VA04W-306,Hardness,S
VA04W-306,Growth habit,W
VA04W-306,Species,aestivum
VA04W-360,Hardness,S
VA04W-360,Growth habit,W
VA04W-360,Species,aestivum
VA04W-389,Hardness,S
VA04W-389,Growth habit,W
VA04W-389,Species,aestivum
VA04W-433,Hardness,S
VA04W-433,Growth habit,W
VA04W-433,Species,aestivum
VA04W-439,Hardness,S
VA04W-439,Growth habit,W
VA04W-439,Species,aestivum
VA04W-474,Hardness,S
VA04W-474,Growth habit,W
VA04W-474,Species,aestivum
VA04W-503,Hardness,S
VA04W-503,Growth habit,W
VA04W-503,Species,aestivum
VA04W-547,Hardness,S
VA04W-547,Growth habit,W
VA04W-547,Species,aestivum
VA04W-561,Hardness,S
VA04W-561,Growth habit,W
VA04W-561,Species,aestivum
VA04W-563,Hardness,S
VA04W-563,Growth habit,W
VA04W-563,Species,aestivum
VA04W-568,Hardness,S
VA04W-568,Growth habit,W
VA04W-568,Species,aestivum
VA04W-569,Hardness,S
VA04W-569,Growth habit,W
VA04W-569,Species,aestivum
VA04W-570,Hardness,S
VA04W-570,Growth habit,W
VA04W-570,Species,aestivum
VA04W-571,Hardness,S
VA04W-571,Growth habit,W
VA04W-571,Species,aestivum
VA04W-592,Hardness,S
VA04W-592,Growth habit,W
VA04W-592,Species,aestivum
VA04W-608,Hardness,S
VA04W-608,Growth habit,W
VA04W-608,Species,aestivum
VA04W-628,Hardness,S
VA04W-628,Growth habit,W
VA04W-628,Species,aestivum
VA04W-86,Hardness,S
VA04W-86,Growth habit,W
VA04W-86,Species,aestivum
VA04W-90,Hardness,S
VA04W-90,Growth habit,W
VA04W-90,Species,aestivum
VA04W-92,Hardness,S
VA04W-92,Growth habit,W
VA04W-92,Species,aestivum
VA05W-101,Hardness,S
VA05W-101,Growth habit,W
VA05W-101,Species,aestivum
VA05W-108,Hardness,S
VA05W-108,Growth habit,W
VA05W-108,Species,aestivum
VA05W-125,Hardness,S
VA05W-125,Growth habit,W
VA05W-125,Species,aestivum
VA05W-139,Hardness,S
VA05W-139,Growth habit,W
VA05W-139,Species,aestivum
VA05W-151,Hardness,S
VA05W-151,Growth habit,W
VA05W-151,Awned,N
VA05W-151,Chaff,bright
VA05W-151,Species,aestivum
VA05W-168,Hardness,S
VA05W-168,Growth habit,W
VA05W-168,Species,aestivum
VA05W-22,Hardness,S
VA05W-22,Growth habit,W
VA05W-22,Species,aestivum
VA05W-239,Hardness,S
VA05W-239,Growth habit,W
VA05W-239,Species,aestivum
VA05W-250,Hardness,S
VA05W-250,Growth habit,W
VA05W-250,Species,aestivum
VA05W-251,Hardness,S
VA05W-251,Growth habit,W
VA05W-251,Color,R
VA05W-251,Awned,N
VA05W-251,Chaff,bright
VA05W-251,Rht-B1b,A
VA05W-251,Rht-D1b,P
VA05W-251,Ppd-D1a,P
VA05W-251,Species,aestivum
VA05W-251,Rht-8c,A
VA05W-251,Bdv2/3,A
VA05W-251,Fhb1,A
VA05W-251,Lr34/Yr18/Pm38,A
VA05W-251,Lr37/Yr17/Sr38,A
VA05W-251,Lr9,P
VA05W-251,Sr2,A
VA05W-251,Sr24/Lr24,A
VA05W-251,Sr36,A
VA05W-251,H13,A
VA05W-251,H9,A
VA05W-251,1RS:1AL,A
VA05W-251,1RS:1BL,A
VA05W-251,Ax1 or null allele,A
VA05W-251,Ax2* allele,P
VA05W-251,Bx7 over-expressing,A
VA05W-251,Glu 2+12 allele,P
VA05W-251,Glu 5+10 allele,A
VA05W-251-1063,Growth habit,W
VA05W-251-1063,Color,R
VA05W-251-1063,Awned,N
VA05W-251-1063,Chaff,bright
VA05W-251-1063,Species,aestivum
VA05W-255,Hardness,S
VA05W-255,Growth habit,W
VA05W-255,Species,aestivum
VA05W-257,Hardness,S
VA05W-257,Growth habit,W
VA05W-257,Species,aestivum
VA05W-258,Hardness,S
VA05W-258,Growth habit,W
VA05W-258,Species,aestivum
